LAT,LON,SPEED,COURSE,HEADING,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,DWT,DATETIME,PORT,date,week_nb,ship_type,port,is_parked,LAT_lag,LON_lag,vessel_distance
57.68171,11.87113,0,0,511,CLASS B,SE,6,POLIS 59-3780,3,325071,3,NA,2016-12-19T14:01:05Z,gothenborg,2016-12-19,51,Tug,gothenborg,1,57.68171,11.87113,0
57.70755,11.65801,34,234,511,CLASS B,SE,9,GG 65 CORIOLA,2,325147,4,NA,2016-12-15T06:45:05Z,gothenborg,2016-12-15,50,Fishing,gothenborg,0,57.70755,11.65801,0
57.73567,11.66483,75,344,347,3.E MAN,SE,8,RESCUE MARIANNE BRAT,3,325269,2,NA,2016-12-17T12:27:06Z,gothenborg,2016-12-17,51,Tug,gothenborg,0,57.7095,11.66683,2915.6598347899967
57.69141,11.76896,0,65,511,CLASS B,SE,14,PENTA 60,9,325291,4,NA,2016-12-14T23:55:05Z,gothenborg,2016-12-14,50,Pleasure,gothenborg,1,57.69131,11.76908,13.224860523599734
57.63206,11.82187,97,9,13,NA,SE,34,GG 690 VINGASAND,2,325546,8,NA,2016-12-19T10:37:04Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.62533,11.82135,749.8218953123029
57.9337,11.60542,284,67,69,KROSSHOLMEN,SE,15,PENTA 81,9,325635,4,NA,2016-12-18T09:09:05Z,gothenborg,2016-12-18,51,Pleasure,gothenborg,0,57.82878,11.60581,11679.678432572051
57.64551,11.8581,0,332,110,BURG,SE,32,RON,2,325679,8,0,2016-12-18T02:59:05Z,gothenborg,2016-12-18,51,Fishing,gothenborg,1,57.64564,11.85814,14.666430139176702
57.67314,11.62985,85,35,511,CLASS B,SE,10,BISCAYA GG34,2,325703,4,NA,2016-12-20T08:25:05Z,gothenborg,2016-12-20,51,Fishing,gothenborg,0,57.66939,11.62202,625.7308150700171
57.66776,11.84953,1,0,511,CLASS B,SE,10,GKSS-ONLINE,3,325770,4,NA,2016-12-17T12:53:05Z,gothenborg,2016-12-17,51,Tug,gothenborg,1,57.63538,11.8303,3782.1402875110603
57.67327,11.66443,0,0,511,BURG,SE,30,SVANVIK,2,325888,6,0,2016-12-14T20:31:05Z,gothenborg,2016-12-14,50,Fishing,gothenborg,1,57.67317,11.66446,11.274298768579298
57.70513,11.66091,0,214,511,CLASS B,SE,12,STORMFAGEL,9,325995,4,NA,2016-12-16T00:17:05Z,gothenborg,2016-12-16,51,Pleasure,gothenborg,1,57.70518,11.66089,5.691667723016458
57.66805,11.84517,0,36,511,CLASS B,SE,12,MARELD,9,326015,4,NA,2016-12-19T12:59:05Z,gothenborg,2016-12-19,51,Pleasure,gothenborg,1,57.66803,11.84517,2.226392608698043
57.71063,11.95077,0,57,511,CLASS B,SE,15,GREAT ESCAPE,9,326054,4,NA,2016-12-15T21:05:06Z,gothenborg,2016-12-15,50,Pleasure,gothenborg,1,57.71067,11.95075,4.608882509417844
57.60519,11.61014,100,73,72,GOTHENBURG,SE,56,OLJAREN,8,326111,9,1100,2016-12-19T19:21:05Z,gothenborg,2016-12-19,51,Tanker,gothenborg,0,57.60109,11.82034,12545.235508451588
57.69865,11.99432,0,45,511,GOTEBORG,SE,24,TOFTE,3,326263,8,0,2016-12-18T19:39:06Z,gothenborg,2016-12-18,51,Tug,gothenborg,1,57.73233,11.99434,3749.245341119724
57.63765,11.87053,0,0,511,CLASS B,SE,11,BMJ WINDY 37,9,326371,4,NA,2016-12-14T13:53:08Z,gothenborg,2016-12-14,50,Pleasure,gothenborg,1,57.63765,11.87053,0
54.79561,18.42839,57,81,63,G IN SKAERACK,SE,33,RUNAVIK GG 44,2,326432,8,0,2016-12-15T17:41:07Z,gdynia,2016-12-15,50,Fishing,Gdynia,0,54.7969,18.42219,423.0012344957593
57.65069,11.83671,89,325,322,46705290123,SE,26,ALVSBORG,2,326438,7,0,2016-12-19T07:13:06Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.64545,11.858,1395.9431204664738
57.73264,11.66352,84,351,350,HOME.FOTO,SE,23,RANDI,2,326451,7,0,2016-12-18T18:45:05Z,gothenborg,2016-12-18,51,Fishing,gothenborg,0,57.72477,11.66472,878.9840252998829
57.67466,11.66486,332,9,511,NA,SE,28,DANAFJORD,2,326456,6,0,2016-12-17T07:39:06Z,gothenborg,2016-12-17,51,Fishing,gothenborg,0,57.67349,11.66452,131.8070873706283
57.7067,11.66161,0,152,265,PHONE +4791679643,SE,32,VALOSKAR,2,326471,6,0,2016-12-17T21:33:05Z,gothenborg,2016-12-17,51,Fishing,gothenborg,1,57.70681,11.66157,12.474099246509331
57.71615,11.95823,0,0,18,FISHINGGROUND,SE,44,TOR-ON,2,326481,12,0,2016-12-19T21:33:05Z,gothenborg,2016-12-19,51,Fishing,gothenborg,1,57.71599,11.9586,28.30556563695589
57.7167,11.9584,0,0,22,FISHINGGROUND,SE,44,TORLAND,2,326486,12,0,2016-12-16T20:19:05Z,gothenborg,2016-12-16,51,Fishing,gothenborg,1,57.71657,11.95847,15.058145129157245
57.60313,11.61802,80,292,300,LDY GB,SE,146,PROSPERO,8,326491,22,18119,2016-12-17T13:29:05Z,gothenborg,2016-12-17,51,Tanker,gothenborg,0,57.6049,11.64158,1418.899950476405
57.64485,11.85847,1,348,19,FISHING,SE,37,SUNNANLAND,2,326496,10,0,2016-12-18T14:49:05Z,gothenborg,2016-12-18,51,Fishing,gothenborg,1,57.64503,11.85826,23.62240336843382
57.69172,11.84372,12,353,356,GOTEBORG*PEC205,SE,94,ANGON,8,326598,15,2490,2016-12-14T10:09:05Z,gothenborg,2016-12-14,50,Tanker,gothenborg,0,57.67043,11.78883,4035.9272600946506
57.72543,11.98743,0,0,511,NA,SE,24,STORMCO,0,326642,12,NA,2016-12-14T10:09:05Z,gothenborg,2016-12-14,50,Unspecified,gothenborg,1,57.72544,11.98736,4.307284887476333
57.68118,11.90571,1,184,511,STATIC,SE,0,RAMANTENN,0,326665,0,NA,2016-12-20T06:01:05Z,gothenborg,2016-12-20,51,Unspecified,gothenborg,1,57.68105,11.90576,14.77433176999427
57.64092,11.95983,0,0,511,CLASS B,SE,60,WWW.SSBILBEHOR.SE,9,326697,25,NA,2016-12-13T23:49:05Z,gothenborg,2016-12-13,50,Pleasure,gothenborg,1,57.64104,11.95973,14.626837775677322
57.66337,11.89192,0,0,243,FISKEBACK,SE,35,"NAUTIC CENTER DEMO",2,326700,6,NA,2016-12-18T12:23:05Z,gothenborg,2016-12-18,51,Fishing,gothenborg,1,57.6634,11.89193,3.392256358218261
57.65945,11.63523,302,185,511,CLASS B,SE,8,OCKERO MARITIME 1,3,326702,3,NA,2016-12-18T11:13:05Z,gothenborg,2016-12-18,51,Tug,gothenborg,0,57.66461,11.68068,2766.662677307872
57.72351,11.66417,66,177,511,CLASS B,SE,7,OCKERO MARITIME 2,3,326703,3,NA,2016-12-14T14:55:06Z,gothenborg,2016-12-14,50,Tug,gothenborg,0,57.73568,11.66413,1354.7619882161403
57.69098,11.85578,1,305,511,CLASS B,SE,0,K10,3,326735,0,NA,2016-12-17T10:47:05Z,gothenborg,2016-12-17,51,Tug,gothenborg,1,57.6884,11.85577,287.2052628278823
57.64611,11.70513,119,35,46,GOTHENBURG,SE,292,ATLANTIC CARTIER,7,326821,32,51648,2016-12-19T04:27:05Z,gothenborg,2016-12-19,51,Cargo,gothenborg,0,57.63336,11.69312,1589.5135205280474
54.75467,18.84233,209,310,310,LUBECK,SE,195,STENA FORERUNNER,7,326898,26,12300,2016-12-18T15:13:01Z,gdansk,2016-12-18,51,Cargo,Gdańsk,0,54.676,18.94767,11071.410401515272
57.74811,11.60605,86,100,103,NA,SE,23,ROSSO,2,326946,6,70,2016-12-19T18:17:13Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.76882,11.60878,2311.12335374572
57.69016,11.89695,90,237,237,NA,SE,23,INGUN,2,326947,8,0,2016-12-15T06:17:06Z,gothenborg,2016-12-15,50,Fishing,gothenborg,0,57.69784,11.915,1372.622956733052
57.67751,11.76118,88,264,263,NA,SE,18,VINGAFJORD GG-173,2,326950,6,0,2016-12-15T04:29:06Z,gothenborg,2016-12-15,50,Fishing,gothenborg,0,57.67876,11.77928,1086.2579375111138
57.74836,11.60397,91,101,98,NA,SE,19,SVANEN,2,326954,6,0,2016-12-19T19:45:04Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.76917,11.60111,2322.779697243069
57.70826,11.6679,89,172,172,EGERSUND,SE,21,GOTTSKAR,2,326955,6,NA,2016-12-19T21:43:05Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.71786,11.66545,1078.5526421603718
54.77287,18.99142,120,313,313,GB TEE,SE,144,RAMONA,8,327030,21,17592,2016-12-17T02:15:02Z,gdansk,2016-12-17,51,Tanker,Gdańsk,0,54.4653,18.99847,34241.59396351669
57.60073,11.66888,78,49,52,TANANGER,SE,17,GLITTFORS,2,327052,4,NA,2016-12-19T15:23:05Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.74045,11.60468,16016.27865117629
57.60386,11.73032,76,36,36,FISHINGBANKS,SE,17,VERA C,2,327056,6,NA,2016-12-14T16:21:05Z,gothenborg,2016-12-14,50,Fishing,gothenborg,0,57.60025,11.81978,5350.923436625879
57.70055,11.91897,1,144,511,GOTEBORG,SE,40,GOTHEBORG,3,327132,11,166,2016-12-13T21:19:05Z,gothenborg,2016-12-13,50,Tug,gothenborg,1,57.7006,11.91888,7.7226779345792815
57.68825,11.88654,81,257,258,GOTEBORG ANC-C,SE,69,FOX SUNRISE,8,327147,13,3364,2016-12-16T12:57:05Z,gothenborg,2016-12-16,51,Tanker,gothenborg,0,57.69793,11.91591,2052.9216119551224
57.65135,11.83575,89,134,137,FISHINGGROUND,SE,39,AHLMA,2,327150,9,787,2016-12-20T07:59:04Z,gothenborg,2016-12-20,51,Fishing,gothenborg,0,57.65745,11.82032,1142.652452422118
57.60181,11.65823,121,59,57,GOTHENBURG,SE,79,NORDEN,8,327175,13,2870,2016-12-16T15:51:05Z,gothenborg,2016-12-16,51,Tanker,gothenborg,0,57.60086,11.60686,3065.831771937301
57.92028,11.60685,98,73,74,UDDEVALLA,SE,39,DANA,8,327198,9,400,2016-12-15T06:53:06Z,gothenborg,2016-12-15,50,Tanker,gothenborg,0,57.74813,11.61588,19171.14490970313
57.65178,11.71843,137,252,252,ZEEBRUGGE,SE,190,THULELAND,7,327250,26,15960,2016-12-14T13:33:06Z,gothenborg,2016-12-14,50,Cargo,gothenborg,0,57.65663,11.74896,1896.7997777306782
57.65933,11.76567,128,249,248,BE ZEE,SE,227,FAUST,7,327293,32,18700,2016-12-15T21:13:05Z,gothenborg,2016-12-15,50,Cargo,gothenborg,0,57.66729,11.78699,1548.1483573357862
57.69227,11.90352,76,52,51,PATROLLING,SE,81,KBV 001,3,327374,16,700,2016-12-14T13:09:06Z,gothenborg,2016-12-14,50,Tug,gothenborg,0,57.68859,11.89151,823.6854684361223
57.66702,11.79772,0,0,358,NA,SE,8,KBV 497,3,327375,2,NA,2016-12-15T08:11:05Z,gothenborg,2016-12-15,50,Tug,gothenborg,1,57.66702,11.79772,0
57.71406,11.95755,0,35,511,NA,SE,8,KBV 494,3,327376,2,NA,2016-12-15T09:01:05Z,gothenborg,2016-12-15,50,Tug,gothenborg,1,57.71445,11.95784,46.713725248000316
57.60175,11.60523,81,90,99,NA,SE,21,GANTHI,2,327445,6,NA,2016-12-19T16:17:05Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.60079,11.79128,11097.641459039942
57.68615,11.87203,79,80,79,GOTEBORG,SE,40,ICEBEAM,3,327464,9,386,2016-12-19T23:39:14Z,gothenborg,2016-12-19,51,Tug,gothenborg,0,57.68303,11.85268,1202.7422645651677
57.62356,11.6811,93,203,206,FREDERICIA,MT,116,WISBY WAVE,8,327475,15,7517,2016-12-15T20:01:05Z,gothenborg,2016-12-15,50,Tanker,gothenborg,0,57.63855,11.69439,1847.114743387756
57.67628,11.76015,93,78,77,SKAGEN,SE,23,VASTERLAND,2,327492,8,0,2016-12-20T03:05:05Z,gothenborg,2016-12-20,51,Fishing,gothenborg,0,57.67639,11.74027,1183.3759183497607
57.67359,11.79963,152,47,48,KIEL-GOTHENBURG-KIEL,SE,241,STENA GERMANICA,6,327507,29,10670,2016-12-19T07:37:05Z,gothenborg,2016-12-19,51,Passenger,gothenborg,0,57.66095,11.77369,2089.2740449358516
57.74871,11.60501,92,99,99,NA,SE,52,KBV 032,3,327518,10,469,2016-12-14T12:27:06Z,gothenborg,2016-12-14,50,Tug,gothenborg,0,57.99781,11.70603,28367.248344405994
57.65563,11.74008,131,253,253,KIEL-GOTEBORG-KIEL,SE,240,STENA SCANDINAVICA,6,327562,29,12200,2016-12-18T18:27:06Z,gothenborg,2016-12-18,51,Passenger,gothenborg,0,57.65953,11.76765,1698.3200074186511
57.603,11.62517,114,106,107,DONSO,SE,51,CLIPPERTON,2,327566,10,0,2016-12-14T16:27:06Z,gothenborg,2016-12-14,50,Fishing,gothenborg,0,57.605,11.61267,778.0527304872227
57.6004,11.7906,51,218,511,NA,SE,10,CLIPPFJORD,2,327673,4,NA,2016-12-19T07:33:06Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.60124,11.79403,224.94478269091366
57.97403,11.73161,105,209,211,ESCORTETUG STENUNGSU,SE,28,BISON,3,327678,12,106,2016-12-17T09:39:05Z,gothenborg,2016-12-17,51,Tug,gothenborg,0,57.99487,11.7555,2714.726400051998
57.93297,12.067,79,15,20,SEGOT,SE,76,IDA H,7,327685,11,1645,2016-12-16T15:51:05Z,gothenborg,2016-12-16,51,Cargo,gothenborg,0,57.91244,12.0521,2449.269356122427
57.64404,11.85719,38,27,12,DONSO,SE,11,U/F ASTERIX,3,327745,3,NA,2016-12-20T07:27:05Z,gothenborg,2016-12-20,51,Tug,gothenborg,0,57.6445,11.84489,734.5644414875296
59.87408,30.20304,46,127,511,SPB,RU,35,SBORSCHIK-1,8,3310363,8,NA,2016-12-14T22:57:03Z,st_petersburg,2016-12-14,50,Tanker,St. Petersburg,0,59.88235,30.18598,1325.0786741167049
59.90895,30.06353,96,292,293,NL RTM,CH,181,LAVAUX,7,332129,30,34297,2016-12-14T22:29:03Z,st_petersburg,2016-12-14,50,Cargo,St. Petersburg,0,59.90585,30.07876,917.4465236087647
54.76132,18.98187,102,3,6,GBIMM,MT,89,KERLI,7,3338,13,4211,2016-12-17T08:01:02Z,gdansk,2016-12-17,51,Cargo,Gdańsk,0,54.73725,18.97902,2685.7128518186955
57.655,11.7413,117,73,72,LIDKOPING,NL,82,ASPEN,7,3350779,12,3159,2016-12-16T04:02:20Z,gothenborg,2016-12-16,51,Cargo,gothenborg,0,57.64979,11.71182,1849.1943676524163
57.65,11.71504,118,72,75,GOTHENBURG,NL,119,THUN GOTHENBURG,8,3350965,16,6874,2016-12-18T08:47:05Z,gothenborg,2016-12-18,51,Tanker,gothenborg,0,57.63797,11.69818,1674.0095986011888
54.47595,18.70021,104,227,511,"GDANSK,POLAND",RU,62,BOOTES,2,3351142,13,452,2016-12-19T00:23:02Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.48476,18.71676,1451.725738678216
57.67397,11.68206,147,340,511,MALARTRAFIK,SE,29,HAVSORNEN,6,3351571,5,NA,2016-12-15T11:27:06Z,gothenborg,2016-12-15,50,Passenger,gothenborg,0,57.65982,11.68945,1635.4688868618896
57.68252,11.64905,0,0,511,CLASS B,SE,14,MARINA,2,3351578,6,NA,2016-12-15T00:05:05Z,gothenborg,2016-12-15,50,Fishing,gothenborg,1,57.68264,11.64908,13.477137337008688
57.74861,11.63749,83,93,511,CLASS B,SE,15,SONGVAR,2,3351708,4,NA,2016-12-19T16:31:05Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.74808,11.60806,1749.2693797790687
54.78623,18.93298,125,133,131,GDANSK/POLAND,TR,143,NURI SONAY,7,335231,21,12996,2016-12-17T04:11:01Z,gdansk,2016-12-17,51,Cargo,Gdańsk,0,54.79419,18.91866,1276.6937635049362
57.748,11.60948,89,88,511,CLASS B,SE,15,GG32 TRISTAN,2,3352463,5,NA,2016-12-19T18:05:05Z,gothenborg,2016-12-19,51,Fishing,gothenborg,0,57.7686,11.60609,2302.0049287220168
54.32455,18.84987,55,119,511,GDYNIA-ELBLAG,PL,77,FULDA,0,3352580,8,NA,2016-12-20T09:31:02Z,gdansk,2016-12-20,51,Unspecified,Gdańsk,0,54.34574,18.80183,3909.7470456300493
57.91533,11.63741,103,232,235,SE STE>NL RTM,NO,199,CLIPPER JUPITER,8,3362218,33,42543,2016-12-17T16:55:05Z,gothenborg,2016-12-17,51,Tanker,gothenborg,0,57.92417,11.6562,1484.0867311154254
57.66145,11.84163,0,0,511,BORJESSONS.SE,SE,30,LYRON,6,3363948,6,NA,2016-12-13T14:53:06Z,gothenborg,2016-12-13,50,Passenger,gothenborg,1,57.66144,11.84161,1.6302006281182864
59.91104,30.05359,87,292,292,PASAJES,RU,89,CHAROITE,7,3382564,14,5026,2016-12-20T08:57:03Z,st_petersburg,2016-12-20,51,Cargo,St. Petersburg,0,59.90694,30.07371,1212.162811742785
59.88584,30.18079,62,274,283,GB PTL,PA,179,PRINCESSE OUI,7,3412946,28,33375,2016-12-18T20:17:03Z,st_petersburg,2016-12-18,51,Cargo,St. Petersburg,0,59.88755,30.19603,872.1857040932207
57.73267,11.99475,0,0,511,CLASS B,SE,25,BJONN,3,3423103,8,NA,2016-12-14T00:01:06Z,gothenborg,2016-12-14,50,Tug,gothenborg,1,57.73257,11.99474,11.147815817653752
57.75572,11.64452,76,169,511,CLASS B,SE,26,DELFIN,8,3424242,4,NA,2016-12-20T09:47:05Z,gothenborg,2016-12-20,51,Tanker,gothenborg,0,57.77199,11.61844,2382.9631940679797
54.52428,18.55553,0,0,511,GDYNIA,NO,91,BOA JARL,3,3434115,22,3790,2016-12-14T00:15:08Z,gdynia,2016-12-14,50,Tug,Gdynia,1,54.52425,18.55554,3.401505248181813
54.58138,18.79041,207,132,131,SAR ON DUTY,PL,36,SZTORM,3,3434504,8,70,2016-12-17T16:25:02Z,gdansk,2016-12-17,51,Tug,Gdańsk,0,54.60034,18.77289,2394.0972385608075
59.94027,30.25814,0,212,511,NA,RU,141,TEST-0192,0,344835,17,NA,2016-12-16T08:09:04Z,st_petersburg,2016-12-16,51,Unspecified,St. Petersburg,1,59.94024,30.25811,3.7351231858852563
59.90117,30.10169,96,112,108,SPB,RU,68,SEMYON DEZHNEV,3,345244,18,1141,2016-12-16T05:57:03Z,st_petersburg,2016-12-16,51,Tug,St. Petersburg,0,59.90769,30.06933,1946.715621415467
59.94099,30.25619,0,50,215,ST. PETERSBURG,RU,67,SAT AIS,3,345254,18,1092,2016-12-15T15:09:03Z,st_petersburg,2016-12-15,50,Tug,St. Petersburg,1,59.92127,30.00296,14293.637482237948
54.63588,19.96367,86,82,83,BALTIYSK,RU,81,KAPITAN MARTYSHKIN,3,345265,16,1397,2016-12-17T02:33:02Z,kalingrad,2016-12-17,51,Tug,Kalingrad,0,54.63297,19.90732,3645.1002832804083
59.88928,30.20958,0,78,122,NA,RU,129,KAPITAN NIKOLAEV,3,345268,26,4836,2016-12-17T14:25:03Z,st_petersburg,2016-12-17,51,Tug,St. Petersburg,1,59.88943,30.20942,18.93836513087813
59.87449,30.20873,0,101,511,ST.PETERBURG,RU,109,MIR,9,345293,14,761,2016-12-18T21:33:04Z,st_petersburg,2016-12-18,51,Pleasure,St. Petersburg,1,59.87433,30.20861,19.031219745663392
59.88229,30.19494,0,0,88,SPB,RU,141,KAPITAN SOROKIN,3,345312,31,5138,2016-12-14T20:13:04Z,st_petersburg,2016-12-14,50,Tug,St. Petersburg,1,59.88205,30.19553,42.425151160349046
59.88913,30.20906,0,0,121,SPB,RU,135,ERMAK,3,345344,26,7560,2016-12-15T06:01:04Z,st_petersburg,2016-12-15,50,Tug,St. Petersburg,1,59.88925,30.20915,14.272627411273687
54.70463,20.48575,0,0,511,KALININGRAD,RU,104,VALERIY DZHAPARIDZE,2,345582,16,1810,2016-12-18T05:43:02Z,kalingrad,2016-12-18,51,Fishing,Kalingrad,1,54.70491,20.48579,31.2754964113788
54.70451,20.48368,0,0,511,KALININGRAD,RU,104,NIVENSKOYE,2,345587,16,1810,2016-12-14T19:13:03Z,kalingrad,2016-12-14,50,Fishing,Kalingrad,1,54.70477,20.48366,28.97167694802781
54.63615,19.96907,88,81,82,KALININGRAD,RU,62,ATLANTIDA,2,345600,13,727,2016-12-14T23:33:03Z,kalingrad,2016-12-14,50,Fishing,Kalingrad,0,54.63342,19.8941,4839.887361662362
54.69945,20.46729,0,319,511,KALININGRAD,RU,114,KRUZENSHTERN,9,345607,14,1645,2016-12-18T11:49:02Z,kalingrad,2016-12-18,51,Pleasure,Kalingrad,1,54.69938,20.46726,8.027786538997766
54.37406,18.66191,0,0,511,GDANSK,RU,120,KAPITAN KRAVCHENKO,2,345748,19,3372,2016-12-14T00:41:01Z,gdansk,2016-12-14,50,Fishing,Gdańsk,1,54.37393,18.66181,15.857858901998455
59.86553,30.22851,0,342,511,SANKT-PETERBURG,RU,132,TAYMEN,8,345788,17,NA,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,Tanker,St. Petersburg,1,59.86553,30.22851,0
54.65482,19.8098,4,268,320,KALININGRAD,RU,119,SORMOVSKIY-3055,7,345789,13,3804,2016-12-14T10:09:02Z,kalingrad,2016-12-14,50,Cargo,Kalingrad,1,54.67454,18.99002,52825.13728569525
54.63283,19.91191,73,90,92,KALININGRAD SVETLIY,RU,108,OMSKIY-141,7,345797,15,3070,2016-12-14T23:33:03Z,kalingrad,2016-12-14,50,Cargo,Kalingrad,0,54.65581,19.84741,4879.157537743669
59.92064,30.00557,86,291,511,SAINT-PETERSBURG,RU,25,GRIFON 5,3,345825,9,112,2016-12-18T09:49:03Z,st_petersburg,2016-12-18,51,Tug,St. Petersburg,0,59.91667,30.02541,1191.9607275796104
59.88493,30.22082,52,330,511,HANKO,RU,60,KOLA,8,346002,7,NA,2016-12-16T12:57:03Z,st_petersburg,2016-12-16,51,Tanker,St. Petersburg,0,59.88142,30.2307,676.1810444700568
59.89371,30.13853,86,112,95,S.PETERSBURG,RU,25,VIKHREVOY,3,346012,8,110,2016-12-19T12:59:03Z,st_petersburg,2016-12-19,51,Tug,St. Petersburg,0,59.90341,30.09058,2886.635148981911
59.88253,30.22332,57,146,511,CLASS B,RU,60,AURA,8,346022,10,NA,2016-12-16T13:55:03Z,st_petersburg,2016-12-16,51,Tanker,St. Petersburg,0,59.88844,30.21381,845.5518994173244
59.91534,30.25696,5,79,57,SPB,RU,25,MOSCHNYI,3,346047,8,110,2016-12-20T09:31:04Z,st_petersburg,2016-12-20,51,Tug,St. Petersburg,0,59.91095,30.23809,1160.9265605696355
54.67465,18.96738,82,27,26,ST.PETERSBURG,RU,108,OMSKIY-140,7,346053,15,3070,2016-12-15T21:25:01Z,gdansk,2016-12-15,50,Cargo,Gdańsk,0,54.66514,18.95891,1190.8148740258598
59.91299,30.24339,0,0,511,GULF OF FINLAND,RU,78,KAPITAN PLAKHIN,3,346057,16,258,2016-12-15T03:51:03Z,st_petersburg,2016-12-15,50,Tug,St. Petersburg,1,59.91276,30.2436,28.15817364213288
59.9072,30.07142,116,113,113,ST.PETERSBVRG,RU,119,SORMOVSKIY-3056,7,346077,13,3804,2016-12-15T08:31:03Z,st_petersburg,2016-12-15,50,Cargo,St. Petersburg,0,59.91097,30.05295,1113.0145140287173
54.6326,19.90259,89,269,269,PALDISKI,RU,119,SORMOVSKIY-3058,7,346084,13,3853,2016-12-15T12:33:03Z,kalingrad,2016-12-15,50,Cargo,Kalingrad,0,54.6664,20.13557,15470.064301337361
59.91593,30.02891,86,293,294,POLICE,RU,108,OMSKIY-132,7,346106,15,3070,2016-12-18T20:03:03Z,st_petersburg,2016-12-18,51,Cargo,St. Petersburg,0,59.91209,30.04754,1124.0875457113957
54.98353,19.80258,109,11,511,ULUGA=BALTIYSK=ULUGA,RU,187,BALTIYSK,7,346147,22,9879,2016-12-17T11:53:03Z,kalingrad,2016-12-17,51,Cargo,Kalingrad,0,54.67425,19.80733,34430.282510446
59.90749,30.22942,79,35,511,CLASS B,RU,30,TYPHOON,3,346151,9,NA,2016-12-20T09:31:04Z,st_petersburg,2016-12-20,51,Tug,St. Petersburg,0,59.88581,30.20715,2714.889656029314
54.68593,20.17527,85,247,244,NA,RU,57,TARNIKA,3,346160,9,641,2016-12-18T08:33:03Z,kalingrad,2016-12-18,51,Tug,Kalingrad,0,54.68572,20.22558,3237.501240579654
59.88117,30.18697,66,146,511,MURSULA SPB,RU,29,GRIFON 3,3,346161,8,57,2016-12-19T12:59:03Z,st_petersburg,2016-12-19,51,Tug,St. Petersburg,0,59.88846,30.21343,1686.0325491452709
59.91987,30.01001,82,293,294,POLICE,RU,108,OMSKIY-134,7,346167,15,3004,2016-12-13T23:19:04Z,st_petersburg,2016-12-13,50,Cargo,St. Petersburg,0,59.9176,30.02091,658.5895123482733
59.88621,30.21915,0,331,330,S-PETESBURG,RU,63,ABIGAIL,8,346191,9,1360,2016-12-19T16:07:04Z,st_petersburg,2016-12-19,51,Tanker,St. Petersburg,1,59.88621,30.21915,0
59.91456,30.23054,53,263,511,CLASS B,RU,30,TORNADO,3,346208,10,NA,2016-12-20T11:11:03Z,st_petersburg,2016-12-20,51,Tug,St. Petersburg,0,59.90256,30.22298,1400.892267956897
59.88271,30.18866,0,0,511,SPB,RU,83,ANGARA,8,346219,14,3150,2016-12-15T03:41:03Z,st_petersburg,2016-12-15,50,Tanker,St. Petersburg,1,59.91455,30.24101,4594.034965328936
54.65893,20.12295,81,46,511,BALTIYSK,RU,22,LOTSMAN-3,3,346242,6,NA,2016-12-15T20:29:03Z,kalingrad,2016-12-15,50,Tug,Kalingrad,0,54.70002,19.851,18090.366725305616
59.88607,30.1863,93,258,511,CLASS B,RU,25,AKMAL,3,346266,9,124,2016-12-14T10:29:03Z,st_petersburg,2016-12-14,50,Tug,St. Petersburg,0,59.89101,30.20722,1291.2757326362118
59.90277,30.09381,91,111,111,SAINT PETESBURG,RU,114,SORMOVSKIY-53,7,346635,13,3353,2016-12-19T16:31:03Z,st_petersburg,2016-12-19,51,Cargo,St. Petersburg,0,59.9087,30.06449,1764.71115197402
59.88173,30.22525,0,0,72,OSETROVO-VITIM,RU,32,JIYA,0,346646,8,NA,2016-12-14T10:33:04Z,st_petersburg,2016-12-14,50,Unspecified,St. Petersburg,1,59.94104,30.25607,6822.7377304867705
54.63776,19.98837,58,73,78,BALTIYSK,RU,25,PIONER,3,346688,9,124,2016-12-20T09:33:02Z,kalingrad,2016-12-20,51,Tug,Kalingrad,0,54.6325,19.90624,5323.910297508762
57.71448,11.66623,322,154,511,CLASS B,SE,11,SSMB 2222 RAKETEN,3,3467126,2,NA,2016-12-15T10:55:06Z,gothenborg,2016-12-15,50,Tug,gothenborg,0,57.73458,11.66465,2239.4948861254843
54.66104,19.80579,89,96,103,NA,RU,27,TAYFUN,3,346905,9,0,2016-12-17T13:21:02Z,kalingrad,2016-12-17,51,Tug,Kalingrad,0,54.62874,19.8006,3611.1321685614457
59.88323,30.18356,8,286,291,BKR,RU,25,BREST,3,346998,8,0,2016-12-20T09:31:04Z,st_petersburg,2016-12-20,51,Tug,St. Petersburg,0,59.86636,30.22672,3056.3735712417215
59.91463,30.25963,0,215,511,CLASS B,RU,16,KONSTANTIN,3,347019,4,NA,2016-12-15T03:45:03Z,st_petersburg,2016-12-15,50,Tug,St. Petersburg,1,59.9145,30.25952,15.719592688103155
